月份,日,商品名称,类别,单价,销量,销售额
2024-02,14,乳制品1号,乳制品,46.73,5,252.63
2024-02,14,饮料3号,饮料,18.07,5,83.21
2024-02,14,文具9号,文具,31.66,3,93.49
2024-02,14,速食7号,速食,58.91,5,287.59
2024-02,14,文具8号,文具,11.93,5,63.54
2024-02,14,文具13号,文具,53.37,2,96.78
2024-02,14,个护8号,个护,20.58,1,20.68
2024-02,14,速食11号,速食,27.55,2,50.36
2024-02,14,饮料2号,饮料,29.35,3,79.66
2024-02,14,调味品12号,调味品,15.25,1,14.69
2024-02,14,饮料4号,饮料,9.61,3,28.99
2024-02,14,文具1号,文具,3.76,1,3.45
2024-02,14,零食2号,零食,58.96,2,113.45
2024-02,14,乳制品13号,乳制品,56.67,4,240.36
2024-02,14,日用品8号,日用品,19.55,1,19.18
2024-02,14,文具3号,文具,20.78,2,39.85
2024-02,14,文具7号,文具,11.7,3,32.42
2024-02,14,乳制品4号,乳制品,41.35,5,213.69
2024-02,14,乳制品3号,乳制品,4.23,3,13.25
2024-02,14,日用品10号,日用品,38.95,1,37.52
2024-02,14,调味品12号,调味品,15.25,5,76.3
2024-02,14,饮料11号,饮料,11.55,2,21.41
2024-02,14,零食4号,零食,27.36,4,100.23
2024-02,14,个护11号,个护,59.31,4,253.01
2024-02,14,乳制品3号,乳制品,4.23,5,19.48
2024-02,14,乳制品5号,乳制品,27.79,1,29.22
2024-02,14,调味品10号,调味品,36.69,5,190.36
2024-02,14,乳制品12号,乳制品,28.99,3,83.69
2024-02,14,饮料11号,饮料,11.55,1,12.22
2024-02,14,速食10号,速食,13.45,3,38.98
2024-02,14,文具10号,文具,46.56,4,168.04
2024-02,14,饮料10号,饮料,38.96,2,74.63
2024-02,14,日用品9号,日用品,16.49,1,16.08
2024-02,14,饮料12号,饮料,55.1,5,265.03
2024-02,14,乳制品6号,乳制品,55.96,3,161.08
2024-02,14,文具12号,文具,25.87,3,72.79
2024-02,14,文具2号,文具,17.27,2,31.09
2024-02,15,速食3号,速食,19.7,3,61.56
2024-02,15,个护6号,个护,34.11,5,158.19
2024-02,15,文具10号,文具,46.56,1,50.44
2024-02,15,个护1号,个护,51.19,4,207.61
2024-02,15,零食10号,零食,34.71,4,142.56
2024-02,15,速食1号,速食,12.93,5,67.45
2024-02,15,文具5号,文具,23.87,4,92.76
2024-02,15,日用品13号,日用品,40.49,1,38.37
2024-02,15,文具13号,文具,53.37,1,56.35
2024-02,15,文具4号,文具,8.17,4,29.57
2024-02,15,零食10号,零食,34.71,4,134.75
2024-02,15,饮料2号,饮料,29.35,4,124.5
2024-02,15,个护2号,个护,15.48,4,56.14
2024-02,15,饮料2号,饮料,29.35,3,80.62
2024-02,15,零食6号,零食,39.89,1,36.1
2024-02,15,调味品5号,调味品,28.94,1,31.61
2024-02,15,个护12号,个护,21.5,3,68.9
2024-02,15,饮料4号,饮料,9.61,1,9.72
2024-02,15,调味品8号,调味品,27.89,4,104.49
2024-02,15,调味品9号,调味品,33.95,4,129.81
2024-02,15,饮料4号,饮料,9.61,3,28.77
2024-02,15,个护12号,个护,21.5,1,21.26
2024-02,15,零食13号,零食,30.71,3,83.01
2024-02,15,乳制品12号,乳制品,28.99,4,108.66
2024-02,15,调味品7号,调味品,57.03,3,155.64
2024-02,15,零食13号,零食,30.71,3,98.19
2024-02,15,乳制品7号,乳制品,8.41,5,41.02
2024-02,15,乳制品3号,乳制品,4.23,3,12.17
2024-02,15,乳制品2号,乳制品,4.08,2,8.05
2024-02,15,零食3号,零食,5.65,5,29.42
2024-02,15,日用品1号,日用品,40.93,4,163.48
2024-02,15,零食13号,零食,30.71,3,83.59
2024-02,15,乳制品3号,乳制品,4.23,5,21.98
2024-02,15,乳制品12号,乳制品,28.99,4,122.92
2024-02,15,调味品8号,调味品,27.89,5,132.92
2024-02,15,调味品9号,调味品,33.95,1,35.85
2024-02,15,饮料2号,饮料,29.35,2,57.87
2024-02,15,零食1号,零食,45.66,5,215.76
2024-02,15,饮料12号,饮料,55.1,2,119.39
2024-02,15,文具8号,文具,11.93,3,33.33
2024-02,16,速食10号,速食,13.45,4,57.61
2024-02,16,速食9号,速食,19.8,3,54.74
2024-02,16,乳制品7号,乳制品,8.41,2,18.41
2024-02,16,日用品9号,日用品,16.49,1,16.99
2024-02,16,调味品1号,调味品,20.54,4,82.99
2024-02,16,调味品12号,调味品,15.25,4,55.52
2024-02,16,速食7号,速食,58.91,1,53.29
2024-02,16,调味品10号,调味品,36.69,3,105.13
2024-02,16,饮料3号,饮料,18.07,2,35.49
2024-02,16,日用品11号,日用品,31.24,4,131.61
2024-02,16,个护1号,个护,51.19,4,219.89
2024-02,16,零食8号,零食,44.44,1,40.79
2024-02,16,文具1号,文具,3.76,5,18.44
2024-02,16,个护6号,个护,34.11,1,30.87
2024-02,16,日用品13号,日用品,40.49,3,114.39
2024-02,16,个护11号,个护,59.31,1,62.79
2024-02,16,零食5号,零食,41.0,2,75.06
2024-02,16,文具13号,文具,53.37,4,197.36
2024-02,16,零食10号,零食,34.71,5,170.06
2024-02,16,日用品6号,日用品,45.43,1,48.55
2024-02,16,文具8号,文具,11.93,1,12.29
2024-02,16,个护12号,个护,21.5,5,113.11
2024-02,16,速食9号,速食,19.8,3,57.31
2024-02,16,饮料5号,饮料,14.32,1,13.61
2024-02,16,零食8号,零食,44.44,3,136.08
2024-02,16,速食6号,速食,49.22,4,210.69
2024-02,16,日用品12号,日用品,51.99,3,146.33
2024-02,16,日用品13号,日用品,40.49,1,42.04
2024-02,16,个护5号,个护,6.78,3,20.73
2024-02,16,个护7号,个护,47.78,3,154.15
2024-02,16,文具3号,文具,20.78,4,78.7
2024-02,17,饮料7号,饮料,42.03,5,197.34
2024-02,17,零食1号,零食,45.66,4,170.11
2024-02,17,个护3号,个护,53.72,3,166.25
2024-02,17,饮料8号,饮料,15.34,2,29.34
2024-02,17,个护10号,个护,27.95,4,101.52
2024-02,17,文具5号,文具,23.87,2,47.32
2024-02,17,日用品6号,日用品,45.43,4,172.26
2024-02,17,乳制品1号,乳制品,46.73,1,49.78
2024-02,17,日用品8号,日用品,19.55,4,73.03
2024-02,17,文具6号,文具,27.32,3,88.2
2024-02,17,乳制品8号,乳制品,14.25,1,15.17
2024-02,17,零食2号,零食,58.96,5,308.34
2024-02,17,个护6号,个护,34.11,4,137.48
2024-02,17,速食3号,速食,19.7,3,54.08
2024-02,17,日用品4号,日用品,21.1,1,20.59
2024-02,17,饮料7号,饮料,42.03,5,207.33
2024-02,17,饮料13号,饮料,25.77,4,110.03
2024-02,17,个护12号,个护,21.5,4,81.28
2024-02,17,文具1号,文具,3.76,5,19.15
2024-02,17,个护2号,个护,15.48,1,16.76
2024-02,17,饮料3号,饮料,18.07,1,17.16
2024-02,17,文具6号,文具,27.32,1,25.83
2024-02,17,速食12号,速食,53.72,2,104.97
2024-02,17,个护4号,个护,33.06,2,63.76
2024-02,17,个护9号,个护,7.36,5,36.44
2024-02,17,零食11号,零食,54.32,4,228.54
2024-02,17,个护7号,个护,47.78,3,148.39
2024-02,17,个护6号,个护,34.11,3,93.16
2024-02,17,零食11号,零食,54.32,2,114.62
2024-02,17,饮料5号,饮料,14.32,5,72.91
2024-02,17,速食2号,速食,16.52,2,33.66
2024-02,17,零食8号,零食,44.44,4,173.62
2024-02,18,日用品2号,日用品,53.81,3,171.7
2024-02,18,日用品6号,日用品,45.43,4,180.49
2024-02,18,日用品7号,日用品,10.83,2,20.3
2024-02,18,个护5号,个护,6.78,2,14.38
2024-02,18,调味品9号,调味品,33.95,5,164.6
2024-02,18,调味品8号,调味品,27.89,1,30.35
2024-02,18,文具10号,文具,46.56,1,46.79
2024-02,18,个护2号,个护,15.48,1,14.99
2024-02,18,乳制品1号,乳制品,46.73,1,46.3
2024-02,18,调味品7号,调味品,57.03,4,247.62
2024-02,18,文具7号,文具,11.7,2,24.92
2024-02,18,零食7号,零食,40.22,1,44.03
2024-02,18,零食11号,零食,54.32,5,248.38
2024-02,18,个护5号,个护,6.78,3,22.1
2024-02,18,调味品3号,调味品,25.48,3,80.74
2024-02,18,文具1号,文具,3.76,1,3.65
2024-02,18,日用品1号,日用品,40.93,4,160.94
2024-02,18,调味品9号,调味品,33.95,4,136.96
2024-02,18,日用品7号,日用品,10.83,2,20.28
2024-02,18,个护8号,个护,20.58,2,43.13
2024-02,18,速食12号,速食,53.72,1,53.15
2024-02,18,乳制品3号,乳制品,4.23,5,20.79
2024-02,18,零食13号,零食,30.71,2,63.97
2024-02,18,速食11号,速食,27.55,5,134.65
2024-02,18,日用品12号,日用品,51.99,1,52.03
2024-02,18,日用品10号,日用品,38.95,4,158.56
2024-02,18,饮料8号,饮料,15.34,5,80.89
2024-02,18,零食6号,零食,39.89,5,183.03
2024-02,18,速食9号,速食,19.8,1,21.6
2024-02,18,文具3号,文具,20.78,1,22.61
2024-02,18,乳制品4号,乳制品,41.35,2,83.41
2024-02,18,乳制品2号,乳制品,4.08,1,4.21
2024-02,18,文具9号,文具,31.66,3,100.17
2024-02,18,乳制品9号,乳制品,52.36,5,261.33
2024-02,18,乳制品6号,乳制品,55.96,1,60.26
2024-02,18,个护13号,个护,58.62,1,56.01
2024-02,18,饮料1号,饮料,43.95,1,44.42
2024-02,18,饮料11号,饮料,11.55,3,37.19
2024-02,18,零食9号,零食,52.4,4,216.6
2024-02,18,速食1号,速食,12.93,5,67.0
2024-02,19,调味品11号,调味品,58.26,1,62.9
2024-02,19,饮料2号,饮料,29.35,4,115.16
2024-02,19,速食12号,速食,53.72,4,219.62
2024-02,19,文具12号,文具,25.87,5,137.57
2024-02,19,速食4号,速食,3.3,2,6.04
2024-02,19,文具5号,文具,23.87,2,45.43
2024-02,19,乳制品1号,乳制品,46.73,5,234.79
2024-02,19,零食9号,零食,52.4,2,102.47
2024-02,19,日用品12号,日用品,51.99,1,48.95
2024-02,19,零食6号,零食,39.89,1,41.88
2024-02,19,日用品13号,日用品,40.49,2,79.76
2024-02,19,个护8号,个护,20.58,1,19.52
2024-02,19,零食12号,零食,23.18,3,66.63
2024-02,19,零食5号,零食,41.0,3,118.97
2024-02,19,乳制品10号,乳制品,8.89,3,26.91
2024-02,19,日用品10号,日用品,38.95,1,41.45
2024-02,19,调味品9号,调味品,33.95,3,101.31
2024-02,19,饮料6号,饮料,37.01,3,102.45
2024-02,19,速食8号,速食,36.57,5,191.39
2024-02,19,乳制品2号,乳制品,4.08,2,8.44
2024-02,19,饮料6号,饮料,37.01,3,112.21
2024-02,19,个护5号,个护,6.78,1,6.24
2024-02,19,速食2号,速食,16.52,5,83.59
2024-02,19,文具1号,文具,3.76,1,3.67
2024-02,19,日用品13号,日用品,40.49,5,213.35
2024-02,19,零食1号,零食,45.66,2,93.74
2024-02,19,零食13号,零食,30.71,5,156.58
2024-02,19,调味品12号,调味品,15.25,5,74.0
2024-02,19,调味品7号,调味品,57.03,1,58.93
2024-02,19,日用品7号,日用品,10.83,3,29.86
2024-02,19,个护13号,个护,58.62,5,290.13
2024-02,19,调味品11号,调味品,58.26,3,163.06
2024-02,19,个护12号,个护,21.5,3,68.55
2024-02,20,乳制品6号,乳制品,55.96,5,295.93
2024-02,20,速食9号,速食,19.8,4,75.87
2024-02,20,饮料3号,饮料,18.07,4,75.08
2024-02,20,零食10号,零食,34.71,2,74.71
2024-02,20,文具10号,文具,46.56,4,198.68
2024-02,20,饮料7号,饮料,42.03,1,43.79
2024-02,20,日用品12号,日用品,51.99,1,47.97
2024-02,20,文具13号,文具,53.37,4,224.93
2024-02,20,速食4号,速食,3.3,5,16.53
2024-02,20,零食4号,零食,27.36,2,54.49
2024-02,20,日用品1号,日用品,40.93,3,115.32
2024-02,20,个护2号,个护,15.48,1,15.38
2024-02,20,饮料1号,饮料,43.95,3,135.49
2024-02,20,个护6号,个护,34.11,2,62.66
2024-02,20,零食5号,零食,41.0,1,39.86
2024-02,20,速食8号,速食,36.57,4,151.77
2024-02,20,调味品10号,调味品,36.69,2,77.01
2024-02,20,乳制品2号,乳制品,4.08,3,12.82
2024-02,20,文具5号,文具,23.87,4,92.84
2024-02,20,调味品1号,调味品,20.54,1,19.74
2024-02,20,日用品13号,日用品,40.49,5,212.55
2024-02,21,乳制品2号,乳制品,4.08,2,8.28
2024-02,21,个护1号,个护,51.19,2,107.64
2024-02,21,零食1号,零食,45.66,4,171.75
2024-02,21,日用品3号,日用品,20.72,5,95.02
2024-02,21,零食3号,零食,5.65,3,18.28
2024-02,21,日用品5号,日用品,40.97,4,157.35
2024-02,21,速食11号,速食,27.55,3,80.48
2024-02,21,文具1号,文具,3.76,4,15.82
2024-02,21,日用品4号,日用品,21.1,1,20.32
2024-02,21,调味品3号,调味品,25.48,1,26.78
2024-02,21,乳制品1号,乳制品,46.73,1,49.85
2024-02,21,饮料8号,饮料,15.34,3,47.54
2024-02,21,速食7号,速食,58.91,5,296.34
2024-02,21,速食7号,速食,58.91,5,287.55
2024-02,21,零食11号,零食,54.32,3,151.08
2024-02,21,速食7号,速食,58.91,2,108.39
2024-02,21,速食5号,速食,14.69,3,46.24
2024-02,21,日用品10号,日用品,38.95,5,214.05
2024-02,21,零食4号,零食,27.36,1,26.75
2024-02,21,零食12号,零食,23.18,1,24.2
2024-02,21,乳制品11号,乳制品,3.86,4,14.36
2024-02,21,速食2号,速食,16.52,3,49.73
2024-02,21,文具12号,文具,25.87,5,123.86
2024-02,21,零食3号,零食,5.65,1,5.64
2024-02,21,文具1号,文具,3.76,1,3.51
2024-02,21,零食5号,零食,41.0,1,43.35
2024-02,21,个护8号,个护,20.58,3,65.57
2024-02,21,乳制品2号,乳制品,4.08,5,22.4
2024-02,21,文具3号,文具,20.78,4,87.35
2024-02,21,饮料2号,饮料,29.35,4,116.88
2024-02,21,个护8号,个护,20.58,5,113.05
2024-02,21,饮料13号,饮料,25.77,5,137.4
2024-02,21,文具1号,文具,3.76,2,7.36
2024-02,21,零食1号,零食,45.66,4,197.84
2024-02,21,零食10号,零食,34.71,1,37.26
2024-02,21,乳制品12号,乳制品,28.99,4,107.62
2024-02,21,个护11号,个护,59.31,3,160.86
2024-02,21,零食13号,零食,30.71,1,30.46
2024-02,21,个护2号,个护,15.48,5,77.83
2024-02,22,文具2号,文具,17.27,3,48.29
2024-02,22,饮料5号,饮料,14.32,3,40.2
2024-02,22,乳制品12号,乳制品,28.99,2,58.94
2024-02,22,文具7号,文具,11.7,2,25.47
2024-02,22,速食1号,速食,12.93,3,35.1
2024-02,22,调味品13号,调味品,20.73,4,87.73
2024-02,22,调味品10号,调味品,36.69,4,148.56
2024-02,22,饮料2号,饮料,29.35,1,31.48
2024-02,22,个护2号,个护,15.48,3,43.99
2024-02,22,乳制品6号,乳制品,55.96,2,102.73
2024-02,22,乳制品2号,乳制品,4.08,3,11.88
2024-02,22,乳制品13号,乳制品,56.67,4,205.96
2024-02,22,零食9号,零食,52.4,3,172.64
2024-02,22,日用品12号,日用品,51.99,5,274.42
2024-02,22,调味品3号,调味品,25.48,1,27.89
2024-02,22,日用品12号,日用品,51.99,4,191.3
2024-02,22,个护6号,个护,34.11,3,105.54
2024-02,22,文具6号,文具,27.32,5,124.52
2024-02,22,饮料8号,饮料,15.34,2,29.97
2024-02,22,日用品6号,日用品,45.43,1,47.61
2024-02,22,乳制品9号,乳制品,52.36,3,172.01
2024-02,22,零食7号,零食,40.22,4,176.81
2024-02,22,调味品13号,调味品,20.73,3,60.1
2024-02,22,调味品5号,调味品,28.94,3,94.51
2024-02,22,饮料3号,饮料,18.07,3,55.37
2024-02,22,日用品1号,日用品,40.93,2,85.45
2024-02,22,速食12号,速食,53.72,5,285.58
2024-02,22,乳制品9号,乳制品,52.36,4,190.62
2024-02,22,乳制品10号,乳制品,8.89,5,40.6
2024-02,22,零食4号,零食,27.36,3,77.01
2024-02,22,乳制品11号,乳制品,3.86,3,10.71
2024-02,22,饮料3号,饮料,18.07,2,33.9
2024-02,22,饮料12号,饮料,55.1,3,173.84
2024-02,23,速食13号,速食,7.67,4,31.86
2024-02,23,文具4号,文具,8.17,1,8.05
2024-02,23,饮料6号,饮料,37.01,4,139.31
2024-02,23,个护2号,个护,15.48,5,83.67
2024-02,23,个护2号,个护,15.48,4,63.63
2024-02,23,调味品7号,调味品,57.03,4,217.33
2024-02,23,饮料8号,饮料,15.34,3,42.72
2024-02,23,调味品6号,调味品,25.33,5,118.08
2024-02,23,日用品11号,日用品,31.24,5,164.37
2024-02,23,乳制品13号,乳制品,56.67,4,247.36
2024-02,23,文具13号,文具,53.37,3,169.14
2024-02,23,零食4号,零食,27.36,4,102.39
2024-02,23,乳制品11号,乳制品,3.86,1,4.0
2024-02,23,日用品3号,日用品,20.72,4,88.99
2024-02,23,个护3号,个护,53.72,5,277.57
2024-02,23,调味品3号,调味品,25.48,3,70.58
2024-02,23,乳制品12号,乳制品,28.99,2,52.89
2024-02,23,饮料11号,饮料,11.55,2,25.08
2024-02,23,文具13号,文具,53.37,4,210.49
2024-02,23,乳制品7号,乳制品,8.41,5,41.61
2024-02,23,调味品1号,调味品,20.54,5,102.3
2024-02,23,调味品10号,调味品,36.69,4,136.34
2024-02,23,速食2号,速食,16.52,4,62.34
2024-02,23,调味品10号,调味品,36.69,3,113.0
2024-02,23,日用品5号,日用品,40.97,1,42.75
2024-02,23,个护1号,个护,51.19,4,208.06
2024-02,23,零食4号,零食,27.36,2,52.51
2024-02,23,个护4号,个护,33.06,1,33.71
2024-02,23,调味品3号,调味品,25.48,2,54.55
2024-02,23,日用品6号,日用品,45.43,2,93.05
2024-02,23,调味品12号,调味品,15.25,5,78.23
2024-02,23,日用品12号,日用品,51.99,3,158.35
2024-02,23,文具12号,文具,25.87,1,25.48
2024-02,23,乳制品2号,乳制品,4.08,3,12.22
2024-02,24,个护7号,个护,47.78,3,147.69
2024-02,24,乳制品3号,乳制品,4.23,4,17.24
2024-02,24,日用品1号,日用品,40.93,5,189.42
2024-02,24,零食8号,零食,44.44,5,206.04
2024-02,24,文具7号,文具,11.7,3,34.81
2024-02,24,零食5号,零食,41.0,3,118.33
2024-02,24,饮料12号,饮料,55.1,4,214.62
2024-02,24,饮料3号,饮料,18.07,4,73.15
2024-02,24,乳制品6号,乳制品,55.96,1,51.49
2024-02,24,日用品11号,日用品,31.24,4,133.35
2024-02,24,调味品2号,调味品,32.7,3,88.58
2024-02,24,文具10号,文具,46.56,1,48.07
2024-02,24,饮料2号,饮料,29.35,1,29.26
2024-02,24,乳制品8号,乳制品,14.25,2,29.11
2024-02,24,个护3号,个护,53.72,2,110.88
2024-02,24,速食13号,速食,7.67,3,25.0
2024-02,24,日用品11号,日用品,31.24,1,32.34
2024-02,24,文具12号,文具,25.87,3,76.28
2024-02,24,个护2号,个护,15.48,4,63.79
2024-02,24,乳制品5号,乳制品,27.79,3,86.06
2024-02,24,文具13号,文具,53.37,5,279.08
2024-02,24,饮料4号,饮料,9.61,3,26.76
2024-02,24,调味品1号,调味品,20.54,2,40.09
2024-02,24,饮料1号,饮料,43.95,2,91.4
2024-02,24,调味品6号,调味品,25.33,4,107.72
2024-02,24,乳制品8号,乳制品,14.25,2,26.15
2024-02,24,速食1号,速食,12.93,3,35.3
2024-02,24,日用品8号,日用品,19.55,1,19.7
2024-02,24,个护10号,个护,27.95,2,50.42
2024-02,24,日用品6号,日用品,45.43,1,43.81
2024-02,24,乳制品6号,乳制品,55.96,1,56.79
2024-02,24,文具11号,文具,31.57,3,88.01
2024-02,24,个护9号,个护,7.36,2,15.75
2024-02,24,日用品1号,日用品,40.93,5,208.81
2024-02,24,个护1号,个护,51.19,1,50.44
2024-02,24,调味品5号,调味品,28.94,1,27.38
2024-02,24,零食8号,零食,44.44,3,133.69
2024-02,24,饮料1号,饮料,43.95,2,88.45
2024-02,24,日用品3号,日用品,20.72,2,44.5
2024-02,24,调味品7号,调味品,57.03,3,156.09
2024-02,24,个护13号,个护,58.62,3,171.23
2024-02,24,个护9号,个护,7.36,5,36.22
2024-02,25,日用品4号,日用品,21.1,2,44.64
2024-02,25,零食10号,零食,34.71,1,32.56
2024-02,25,调味品2号,调味品,32.7,3,104.39
2024-02,25,文具11号,文具,31.57,4,123.86
2024-02,25,速食3号,速食,19.7,3,63.1
2024-02,25,日用品7号,日用品,10.83,4,45.33
2024-02,25,饮料4号,饮料,9.61,2,20.45
2024-02,25,饮料13号,饮料,25.77,1,24.45
2024-02,25,调味品1号,调味品,20.54,4,80.24
2024-02,25,个护9号,个护,7.36,2,15.61
2024-02,25,调味品9号,调味品,33.95,5,169.11
2024-02,25,日用品5号,日用品,40.97,1,44.46
2024-02,25,乳制品8号,乳制品,14.25,3,42.79
2024-02,25,速食13号,速食,7.67,3,23.15
2024-02,25,速食5号,速食,14.69,4,60.0
2024-02,25,文具1号,文具,3.76,5,18.1
2024-02,25,饮料13号,饮料,25.77,3,82.41
2024-02,25,速食1号,速食,12.93,3,41.61
2024-02,25,文具13号,文具,53.37,1,53.87
2024-02,25,饮料2号,饮料,29.35,1,31.57
2024-02,25,文具5号,文具,23.87,4,99.73
2024-02,25,个护13号,个护,58.62,5,304.78
2024-02,25,饮料7号,饮料,42.03,5,189.78
2024-02,25,零食11号,零食,54.32,2,98.11
2024-02,25,日用品12号,日用品,51.99,2,113.05
2024-02,25,日用品1号,日用品,40.93,3,117.75
2024-02,25,零食8号,零食,44.44,4,180.93
2024-02,25,个护9号,个护,7.36,4,32.16
2024-02,25,乳制品1号,乳制品,46.73,2,99.28
2024-02,25,零食5号,零食,41.0,4,151.38
2024-02,25,个护12号,个护,21.5,3,59.98
2024-02,25,个护1号,个护,51.19,1,50.93
2024-02,25,零食10号,零食,34.71,3,114.28
2024-02,25,个护1号,个护,51.19,3,154.82
2024-02,25,个护9号,个护,7.36,5,37.29
2024-02,25,速食1号,速食,12.93,1,12.29
2024-02,25,个护13号,个护,58.62,4,239.02
2024-02,25,速食7号,速食,58.91,5,318.28
2024-02,25,调味品3号,调味品,25.48,4,101.28
2024-02,25,饮料10号,饮料,38.96,1,42.79
2024-02,25,个护6号,个护,34.11,3,98.28
2024-02,25,个护4号,个护,33.06,2,63.83
2024-02,25,乳制品3号,乳制品,4.23,3,13.39
2024-02,25,日用品12号,日用品,51.99,4,216.17
2024-02,25,饮料11号,饮料,11.55,2,23.89
2024-02,25,个护1号,个护,51.19,4,205.97
2024-02,25,文具4号,文具,8.17,5,42.38
2024-02,25,调味品1号,调味品,20.54,4,76.55
2024-02,25,零食10号,零食,34.71,5,170.96
2024-02,26,零食13号,零食,30.71,1,32.25
2024-02,26,饮料7号,饮料,42.03,1,45.96
2024-02,26,文具2号,文具,17.27,5,93.51
2024-02,26,速食4号,速食,3.3,2,6.6
2024-02,26,调味品12号,调味品,15.25,1,14.78
2024-02,26,饮料13号,饮料,25.77,2,48.02
2024-02,26,日用品13号,日用品,40.49,4,149.09
2024-02,26,零食11号,零食,54.32,4,235.09
2024-02,26,饮料10号,饮料,38.96,5,200.4
2024-02,26,速食1号,速食,12.93,5,59.0
2024-02,26,零食4号,零食,27.36,1,26.29
2024-02,26,零食1号,零食,45.66,1,42.21
2024-02,26,乳制品2号,乳制品,4.08,1,4.22
2024-02,26,饮料3号,饮料,18.07,5,98.93
2024-02,26,乳制品10号,乳制品,8.89,5,40.25
2024-02,26,调味品7号,调味品,57.03,3,182.4
2024-02,26,零食6号,零食,39.89,4,171.82
2024-02,26,个护7号,个护,47.78,5,229.08
2024-02,26,文具13号,文具,53.37,3,175.18
2024-02,26,个护5号,个护,6.78,5,35.76
2024-02,26,零食10号,零食,34.71,5,189.4
2024-02,26,饮料1号,饮料,43.95,5,236.01
2024-02,26,速食10号,速食,13.45,4,52.12
2024-02,26,饮料11号,饮料,11.55,3,34.92
2024-02,26,文具12号,文具,25.87,5,130.27
2024-02,26,速食8号,速食,36.57,1,38.25
2024-02,26,个护5号,个护,6.78,1,6.82
2024-02,26,个护5号,个护,6.78,2,14.64
2024-02,26,乳制品12号,乳制品,28.99,4,116.56
2024-02,26,饮料5号,饮料,14.32,4,54.65
2024-02,26,调味品1号,调味品,20.54,5,99.72
2024-02,26,乳制品3号,乳制品,4.23,3,12.91
2024-02,26,文具7号,文具,11.7,2,23.54
2024-02,26,日用品12号,日用品,51.99,4,205.05
